# Test Configs
# - test: real weight redundancy test
# - model: alexnet
# - step range: None
# - max iter: None


# features.0                      type: Conv2d           C:   3  OC:  64  (W, H): (224, 224)  (FW, FH): (11, 11)  S: 4  P: 2  (OW, OH): (55, 55)
# features.3                      type: Conv2d           C:  64  OC: 192  (W, H): (27, 27)  (FW, FH): (5, 5)  S: 1  P: 2  (OW, OH): (27, 27)
# features.6                      type: Conv2d           C: 192  OC: 384  (W, H): (13, 13)  (FW, FH): (3, 3)  S: 1  P: 1  (OW, OH): (13, 13)
# features.8                      type: Conv2d           C: 384  OC: 256  (W, H): (13, 13)  (FW, FH): (3, 3)  S: 1  P: 1  (OW, OH): (13, 13)
# features.10                     type: Conv2d           C: 256  OC: 256  (W, H): (13, 13)  (FW, FH): (3, 3)  S: 1  P: 1  (OW, OH): (13, 13)


layer name                    , total               , matched                       , stride exception              , out of index exception        , step range exception          , unknown exception             
features.0                    ,             70276800,                        1257876,                              0,                              0,                          23069,                       33276655
features.3                    ,            223948800,                       95389928,                              0,                              0,                        1291403,                        6367193
features.6                    ,            112140288,                       38562058,                              0,                              0,                        1608919,                        3670834
features.8                    ,            149520384,                       51489892,                              0,                              0,                        2120895,                        4874029
features.10                   ,             99680256,                       34569797,                              0,                              0,                        1356348,                        3339653
